GRBID	z	logTa_best	logTa_min	logTa_max	logFa	logFa_min	logFa_max	Photonindex_plateau	Photonerror_max	Photonerror_min	Alpha_best	Alpha_min	Alpha_max	Tt	Tfinal	kplateau	dk	logTa_rescaled	logTaErr	logLumTa	logLumTaErr	Gold1	Gold2	EnergyFlux	EnergyFluxerr	phinprompt	phinprompterror	Epeak	Epeakerror	Kprompt	KPrompterror	logLpeak	logLpeakerr	Environment	Functionalform	Eiso	Eisoerror	DistanceLum	GRBID_1	Theta	ThetaErr
181110A	1.505	3.7664	3.71167	3.82113	-10.3961	-10.4868	-10.3054	2.7505	0.477033542	0.19406249	1.92336	1.84893	1.99779	2.5	5.2	1.992072781	0.372010492	3.36759227	0.05473	48.06030516	0.12167213	L-G	L-G	2.39e-7	1.14e-8	-1.85221	0.075615152	-	-	0.873092395	0.060624517	51.47625014	0.0366	ISM	PL	51.4762	0.0366	28.5289	181110A	12.081345178635496	0.13295800013392692
190114A	3.37	3.74534	3.70312	3.78755	-10.7527	-10.7864	-10.7191	1.86	0.12	0.12	1.18375	1.13759	1.22991	2.6	5	0.81345325	0.087247328	3.104858563	0.042215	48.16719447	0.057463576	L-G-P	L-G	4.12e-8	9.53e-9	-1.50802	0.399853636	-	-	0.484056373	0.285442889	51.30898784	0.2751	S	PL	51.309	0.2751	28.9552	190114A	12.70411872847095	1.0506040714738585
190627A	1.942	4.71457	4.65322	4.77592	-11.3984	-11.46	-11.3369	1.964	0.135	0.089	1.55937	1.43953	1.67921	2.5	5.8	0.96189765	0.070456402	4.245927332	0.06135	47.01421321	0.069284454	S	S	5.89e-8	1.01e-8	-2.41247	0.288660606	-	-	1.560633918	0.486122896	51.39259539	0.1544	S	PL	51.3926	0.1544	28.6651	190627A	12.388876483089598	0.5748465921869946
60218	0.0331	5.07614	4.9355	5.21678	-11.8228	-11.983	-11.6626	4.17	0.42	0.38	1.3185	1.21034	1.42681	4.2	6	1.073220413	0.008472325	5.061997638	0.14064	42.61064877	0.160236682	XRF-A-U	XRF-A-U	4.68e-9	8.88e-11	-2.32	0.321	-	-	1.010474959	0.010562536	46.0774171	0.09	N/A	PL	47.9145	0.09	26.6518	60218	65.39149369247302	0.2071964642855394
60604	2.1357	4.45991	4.40997	4.50985	-11.7689	-11.8109	-11.727	2.02	0.14	0.14	1.21596	1.16901	1.26291	2.6	6.2	1.023120273	0.099211254	3.963575494	0.04994	46.77153148	0.059441793	L	L-G	2.32e-8	3.22e-9	-1.749	0.84	-	-	0.75061984	0.720592077	50.77163739	0.4314	N/A	PL	50.2379	0.4314	28.7156	60604	25.242434169698065	3.235545652859461
131105A	1.686	3.9488	3.90091	3.99668	-10.9111	-10.9445	-10.8778	1.94	0.17	0.16	1.19347	1.14803	1.23891	2.6	6	0.942439846	0.093118061	3.519693992	0.047885	47.34183612	0.054346501	L-G-P	L-G-P	2.68e-7	2.04e-9	-1.452	0.112	-	-	0.581902077	0.064394417	51.47237314	0.0562	N/A	PL	51.648	0.0562	28.5897	131105A	17.600273323708016	0.2558068551465162
151112A	4.1	4.43227	4.36926	4.49529	-11.6171	-11.6643	-11.5699	2.24	0.18	0.17	1.1526	1.08406	1.22114	2	5.8	1.478484726	0.255479557	3.724699824	0.063015	47.76508477	0.088654612	L	L	1.19e-7	1.37e-9	-1.881	0.224	-	-	0.823757059	0.30063004	52.20538231	0.1691	ISM	PL	50.4371	0.1691	29.0566	151112A	21.634688696112843	1.039310244189803
130505A	2.27	3.24559	3.22123	3.26994	-8.91732	-8.93229	-8.90234	1.724	0.031	0.031	1.3304	1.31475	1.34605	2.3	6.5	0.721082275	0.016051068	2.731042247	0.024355	49.53577484	0.017824325	L-G	L-G	2.61e-6	8.21e-9	-1.18	0.072	-	-	0.378504322	0.032288265	52.59064758	0.0413	ISM	PL	52.2892	0.0413	28.7479	130505A	12.449637763620078	0.13870144636125564
150821A	0.755	2.95174	2.93625	2.96722	-8.85242	-8.87352	-8.83131	1.848	0.039	0.038	1.82628	1.79892	1.85365	2.2	6	0.918057489	0.012048837	2.707462879	0.015485	48.52761499	0.021861124	N-E	N-E	0.0000509	2.09e-10	-2.09941	0.368585	-	-	1.057507822	0.219239966	53.14816648	0.1389	Wind	PL	50.3145	0.1389	28.159	150821A	9.950503649803373	0.26885495156715505
170405A	3.51	3.630073801	3.594403102	3.6657445	-10.31070761	-10.35896295	-10.26245226	1.612	0.184	0.089	1.811524263	1.739122876	1.88392565	2.8	6	0.557416091	0.069460653	2.975897259	0.035670699	48.48729405	0.072507671	L-G	L-G	1.54e-8	5.3e-11	-1.58757	0.118585	-	-	0.537276653	0.095970638	50.96823035	0.0835	Wind	PL	51.2754	0.0835	28.9763	170405A	26.37655445317907	0.6236618406556544
